show_id,type,title,director,country,date_added,release_year,rating,duration,genre,language,imgDB_ratings,votes,budget_million,revenue_million,popularity_score,seasons,Column1
s191,Movie,Breaking Bad 191,Director A,Germany,2020-03-12,2014,TV-14,125 min,Crime,Japanese,8.2,163067,84.43,274.42,62.9,0,good
s192,Movie,Bridgerton 192,Director A,Germany,2017-08-03,2023,G,119 min,Romance,Hindi,6.1,511384,57.52,136.66,46.2,0,good
s193,Movie,Manifest 193,Director F,South Korea,2023-12-21,2025,PG-13,89 min,Fantasy,Spanish,5.7,843913,6.02,11.67,38,0,average
s194,TV Show,The Recruit 194,Director B,Germany,2018-08-07,2014,TV-G,50 min,Documentary,English,6.9,778207,26.43,94.11,59.8,3,good
s195,Movie,6 Underground 195,Director B,Spain,2019-02-14,2006,TV-PG,171 min,Thriller,Italian,7.7,843338,127.27,471.46,73.1,0,good
s196,TV Show,Narcos 196,Director D,Australia,2025-09-03,2021,PG-13,56 min,Family,French,7.7,369825,73.65,248.02,59.1,6,good
s197,Movie,The Intern 197,Director D,France,2017-07-02,2021,PG-13,115 min,Horror,Japanese,6,732120,22.98,41.16,39.8,0,average
s198,Movie,Red Notice 198,Director C,United Kingdom,2023-02-16,2015,PG-13,143 min,Romance,Italian,9.5,586868,125.43,390.9,68.5,0,excellent
s199,Movie,The Intern 199,Director D,Mexico,2016-02-09,2011,G,137 min,Documentary,Italian,9.3,534990,26.3,99.4,80,0,excellent
s200,Movie,Don't Look Up 200,Director B,Germany,2022-05-04,2002,G,78 min,Fantasy,Hindi,5.3,240765,143.67,209.77,44.9,0,average
s201,Movie,The Irishman 201,Director D,Japan,2024-09-09,2008,R,144 min,Documentary,Hindi,8.7,48631,148.54,301.65,78.1,0,excellent
s202,Movie,Nimona 202,Director A,South Korea,2025-10-23,2009,R,79 min,Mystery,German,8.7,465398,82.05,160.77,81,0,excellent
s203,TV Show,6 Underground 203,Director E,United Kingdom,2022-11-28,2005,TV-PG,33 min,Adventure,French,7.7,563136,98.56,412.26,57.2,4,good
s204,TV Show,Elite 204,Director B,Italy,2023-08-14,2016,PG-13,31 min,Thriller,Spanish,9.2,295794,115.72,474.44,85,3,excellent
s205,TV Show,6 Underground 205,Director A,Mexico,2024-07-15,2007,TV-14,68 min,Documentary,French,6.4,439346,61.29,197.67,49.3,7,good
s206,TV Show,The Old Guard 206,Director F,Spain,2021-06-22,2014,TV-14,45 min,Mystery,Japanese,5.6,485718,104.92,457.25,49.9,1,average
s207,TV Show,Squid Game 207,Director C,Mexico,2021-07-19,2006,TV-MA,42 min,Drama,Hindi,7.7,598643,100.26,222.43,72.6,6,good
s208,TV Show,The Karate Kid 208,Director F,Canada,2017-05-23,2000,PG-13,35 min,Family,French,7,727040,57.5,285.53,68.6,8,good
s209,TV Show,Bridgerton 209,Director F,India,2016-12-03,2008,TV-14,48 min,Drama,Korean,8.3,796918,10.96,37.57,60.7,3,good
s210,Movie,Glass Onion 210,Director D,Italy,2022-08-28,2004,PG-13,103 min,Sci-Fi,Hindi,5.2,365263,94.46,220.64,51.7,0,average
s211,TV Show,Breaking Bad 211,Director B,Mexico,2024-03-12,2002,PG-13,31 min,Comedy,English,5.8,816032,41.04,184.69,56.4,2,average
s212,Movie,The Intern 212,Director B,India,2019-12-09,2014,TV-14,167 min,Action,Hindi,9.2,651002,39.92,140.45,80.1,0,excellent
s213,TV Show,Roma 213,Director E,Canada,2020-10-24,2011,TV-MA,45 min,Family,French,6.3,635193,33.5,117.5,54.6,3,good
s214,Movie,Squid Game 214,Director A,South Korea,2020-05-23,2023,G,112 min,Animation,Hindi,8.6,255967,117.02,427.92,70.2,0,excellent
s215,Movie,Damsel 215,Director D,India,2019-07-20,2011,TV-MA,91 min,Horror,Hindi,7,577896,70.86,274.37,62.4,0,good
s216,TV Show,Stranger Things 216,Director D,India,2016-06-12,2006,PG-13,28 min,Crime,Hindi,7.4,440612,63.26,217.61,58.6,7,good
s217,Movie,Manifest 217,Director F,Mexico,2018-04-12,2016,TV-14,178 min,Crime,Japanese,7.7,805298,29.66,55.59,72.1,0,good
s218,Movie,The Sea Beast 218,Director F,Mexico,2018-09-28,2001,PG-13,86 min,Comedy,English,7.8,62701,166.58,175.3,58.8,0,good
s219,Movie,6 Underground 219,Director B,Spain,2016-02-16,2022,PG-13,95 min,Adventure,French,7.4,867460,90.36,176.4,66.7,0,good
s220,Movie,The Sea Beast 220,Director F,India,2016-04-30,2024,G,117 min,Sci-Fi,German,5.5,751925,145.67,241.92,58.3,0,average
s221,TV Show,Dark 221,Director F,Japan,2017-11-14,2018,TV-MA,48 min,Drama,English,7.7,762888,34.34,42.31,52.7,3,good
s222,Movie,Peaky Blinders 222,Director F,Italy,2020-01-30,2015,TV-G,124 min,Thriller,German,9.3,42081,165.8,215.2,77.3,0,excellent
s223,TV Show,Peaky Blinders 223,Director E,United States,2019-08-03,2023,TV-G,42 min,Comedy,Italian,8.1,60230,70.73,92.05,57.6,2,good
s224,TV Show,Elite 224,Director B,Germany,2016-12-19,2010,TV-PG,60 min,Horror,Italian,7.6,323672,5.92,9.73,68.8,8,good
s225,Movie,Over the Moon 225,Director C,Mexico,2022-02-16,2023,TV-MA,172 min,Romance,English,9.2,30071,143.68,170.58,67.9,0,excellent
s226,TV Show,Klaus 226,Director B,Italy,2024-02-26,2023,PG,44 min,Comedy,English,7,67804,28.6,140.97,70.3,2,good
s227,TV Show,Breaking Bad 227,Director E,United States,2020-03-05,2022,TV-G,54 min,Animation,Spanish,7.9,418507,71.79,209.83,53.2,2,good
s228,TV Show,Peaky Blinders 228,Director B,United Kingdom,2025-07-17,2008,TV-14,45 min,Action,Hindi,6.6,290166,85.58,332.78,47.1,7,good
s229,TV Show,You 229,Director A,India,2019-07-10,2014,PG-13,51 min,Mystery,French,6.1,328284,66.63,323.25,49.3,2,good
s230,Movie,6 Underground 230,Director F,Canada,2025-05-16,2006,PG,116 min,Family,Spanish,9.4,420492,28.4,95.81,77.1,0,excellent
s231,TV Show,The Crown 231,Director B,United Kingdom,2022-03-27,2014,R,60 min,Family,Japanese,8.6,132352,15.89,19.51,57.1,4,excellent
s232,Movie,Arcane 232,Director D,United Kingdom,2022-07-28,2018,TV-14,108 min,Family,German,9.5,212356,165.3,147.52,88.4,0,excellent
s233,Movie,Narcos 233,Director F,France,2016-07-26,2014,PG-13,96 min,Romance,Korean,8.3,525226,166.5,381.17,55.2,0,good
s234,TV Show,Ozark 234,Director E,Germany,2020-12-31,2008,TV-MA,34 min,Comedy,French,8,528125,75.62,256.45,63.1,1,good
s235,Movie,The Lincoln Lawyer 235,Director A,France,2018-03-27,2013,TV-PG,157 min,Sci-Fi,Italian,7.9,846134,159.47,422.7,65.9,0,good
s236,TV Show,Lupin 236,Director D,Japan,2019-01-12,2012,TV-PG,36 min,Mystery,Korean,9.1,821356,41.67,71.67,68.4,1,excellent
s237,Movie,You 237,Director B,Australia,2023-05-14,2007,TV-G,105 min,Romance,Spanish,9.1,63624,49.44,187.06,81.4,0,excellent
s238,Movie,Ozark 238,Director E,Australia,2019-07-26,2018,PG-13,178 min,Horror,Korean,7.7,742623,133.38,266.66,68.5,0,good
s239,TV Show,Don't Look Up 239,Director E,South Korea,2021-07-01,2005,PG-13,27 min,Romance,Spanish,5.3,506207,11.46,38.13,30.4,2,average
s240,Movie,The Night Agent 240,Director A,Spain,2017-08-28,2000,TV-G,150 min,Horror,Hindi,5.7,556860,127.44,146.87,56.8,0,average
s241,TV Show,The Recruit 241,Director E,Italy,2017-07-12,2010,TV-PG,35 min,Thriller,Spanish,8,187664,96.06,464.43,71.1,7,good
s242,TV Show,The Lincoln Lawyer 242,Director E,United States,2023-09-21,2023,PG-13,43 min,Horror,German,8.2,605660,25.44,20.54,64.2,3,good
s243,Movie,The Intern 243,Director C,United Kingdom,2022-05-05,2020,TV-14,88 min,Family,German,8.4,254556,168.73,193.79,64.6,0,good
s244,Movie,Enola Holmes 244,Director D,Germany,2018-05-08,2008,TV-G,106 min,Action,Japanese,8.6,760408,125.39,246.63,56.8,0,excellent
s245,TV Show,Don't Look Up 245,Director B,Germany,2022-02-14,2011,TV-14,49 min,Mystery,English,7.7,800075,100.31,412.54,68.2,2,good
s246,Movie,Elite 246,Director A,Spain,2018-12-05,2010,G,88 min,Adventure,English,6.8,772541,15.21,19.22,44.4,0,good
s247,Movie,Red Notice 247,Director E,Italy,2025-12-23,2019,PG,130 min,Animation,French,6.1,204212,29.96,29.81,47.9,0,good
s248,Movie,Manifest 248,Director A,Canada,2016-07-22,2003,G,125 min,Thriller,Hindi,5.9,383356,103.78,402.19,35.3,0,average
s249,Movie,The Crown 249,Director D,Mexico,2023-02-27,2005,PG,112 min,Comedy,Japanese,5.7,828002,175.92,430.46,44.3,0,average
s250,TV Show,Ozark 250,Director A,United Kingdom,2020-02-22,2012,TV-14,36 min,Comedy,German,6.3,882740,10.13,26.81,45.7,8,good
s251,TV Show,The Platform 251,Director D,Australia,2022-08-12,2024,R,39 min,Sci-Fi,French,7,566527,101.69,430.89,62.6,1,good
s252,TV Show,Bridgerton 252,Director B,United Kingdom,2016-05-22,2022,TV-MA,57 min,Documentary,Hindi,5.9,180284,18.83,74.95,61.4,3,average
s253,TV Show,Murder Mystery 253,Director D,Japan,2025-03-23,2006,TV-G,65 min,Fantasy,German,9.1,851561,100.92,190.04,62.6,3,excellent
s254,TV Show,Sex Education 254,Director A,India,2024-10-26,2000,TV-14,69 min,Mystery,French,7.6,615981,17.94,25.63,69.3,7,good
s255,TV Show,The Platform 255,Director E,Mexico,2018-12-17,2013,TV-G,49 min,Drama,Japanese,5.9,427548,70.78,197.25,39.1,8,average
s256,Movie,The Recruit 256,Director C,Canada,2024-05-12,2001,G,135 min,Family,Hindi,5.3,862091,165.91,679.97,51.8,0,average
s257,Movie,Breaking Bad 257,Director B,Germany,2024-05-04,2009,R,131 min,Family,Japanese,8.3,639366,139.78,258.79,71.8,0,good
s258,TV Show,Nimona 258,Director E,Australia,2021-10-16,2024,TV-MA,48 min,Action,Korean,6.5,536413,64.26,94.31,50.9,1,good
s259,Movie,The Umbrella Academy 259,Director E,France,2016-05-15,2007,TV-14,133 min,Animation,English,6.1,391244,11,22.06,59,0,good
s260,TV Show,Peaky Blinders 260,Director C,Italy,2022-08-30,2015,TV-14,53 min,Crime,English,7.6,365971,115.46,322.51,53.2,3,good
s261,Movie,The Lincoln Lawyer 261,Director C,Mexico,2025-07-29,2005,TV-G,148 min,Fantasy,English,6.2,241047,140.81,202.18,55.9,0,good
s262,Movie,Over the Moon 262,Director C,Italy,2017-06-25,2015,PG,157 min,Documentary,Japanese,6.2,642894,32.83,122.24,59.3,0,good
s263,TV Show,Lupin 263,Director F,Spain,2018-06-12,2008,PG,54 min,Crime,Hindi,6.9,112282,82.88,353.24,43.4,5,good
s264,Movie,Glass Onion 264,Director B,United Kingdom,2019-02-06,2010,R,156 min,Drama,Japanese,8,940721,59.87,100.57,69.6,0,good
s265,TV Show,To All the Boys I've Loved Before 265,Director E,Italy,2017-07-27,2021,R,26 min,Romance,Korean,7,412135,119.71,226.2,63.9,8,good
s266,TV Show,Murder Mystery 266,Director D,United Kingdom,2020-01-08,2021,PG,57 min,Adventure,Spanish,9,194934,102.22,442.68,67.9,5,excellent
s267,TV Show,Murder Mystery 267,Director C,Australia,2016-12-31,2020,PG,39 min,Sci-Fi,Hindi,7,934922,30.68,136.83,52.9,6,good
s268,Movie,Glass Onion 268,Director F,France,2022-07-18,2020,PG,149 min,Documentary,English,9,529788,170.09,149.3,63.2,0,excellent
s269,Movie,Lucifer 269,Director F,United Kingdom,2019-11-04,2006,TV-14,127 min,Sci-Fi,German,9.4,155181,177.72,725.47,71.7,0,excellent
s270,Movie,The Karate Kid 270,Director B,Germany,2023-02-11,2010,TV-14,82 min,Action,Japanese,8.5,181795,2.84,4.73,71.6,0,good
s271,TV Show,The Karate Kid 271,Director E,South Korea,2020-10-23,2012,TV-MA,55 min,Animation,English,8.3,19760,5.54,16.85,78.5,7,good
s272,Movie,The Karate Kid 272,Director A,Canada,2023-10-11,2007,PG,119 min,Sci-Fi,German,7.4,325984,57.55,57.58,51.7,0,good
s273,Movie,Red Notice 273,Director B,South Korea,2021-06-30,2010,PG-13,120 min,Thriller,English,9.1,856452,135.52,168.46,71.7,0,excellent
s274,Movie,Roma 274,Director E,United States,2020-02-10,2003,TV-MA,166 min,Animation,Hindi,9,273214,117.8,87.85,80.8,0,excellent
s275,Movie,The Kissing Booth 275,Director B,Italy,2023-09-26,2001,TV-MA,89 min,Crime,Japanese,7.6,502440,76.19,158.7,67.8,0,good
s276,Movie,To All the Boys I've Loved Before 276,Director F,Australia,2021-11-01,2021,TV-14,109 min,Crime,Hindi,7,947273,112.86,376.14,46.8,0,good
s277,Movie,The Mitchells vs. the Machines 277,Director D,Canada,2018-03-24,2015,PG-13,152 min,Drama,Italian,7.4,216469,37.56,61.06,56.9,0,good
s278,TV Show,Squid Game 278,Director A,Japan,2018-08-18,2010,TV-14,25 min,Adventure,Hindi,8.8,706520,82.24,379.04,71.7,1,excellent
s279,Movie,The Queen's Gambit 279,Director C,Mexico,2019-04-27,2014,TV-PG,108 min,Documentary,Hindi,6,46360,84.64,83.73,59,0,average
s280,Movie,The Witcher 280,Director C,Italy,2025-07-21,2000,TV-14,92 min,Romance,German,6.7,463976,120.08,151.9,67.4,0,good
s281,Movie,Ozark 281,Director B,India,2020-06-27,2012,PG-13,133 min,Adventure,English,8.9,843754,50.39,106.04,70.6,0,excellent
s282,Movie,You 282,Director E,United States,2022-08-16,2013,PG-13,136 min,Sci-Fi,Italian,6,403197,144.8,469.98,57,0,average
s283,TV Show,Narcos 283,Director E,Italy,2016-07-07,2014,R,29 min,Animation,German,8.9,555311,80.32,68.43,79.9,5,excellent
s284,Movie,Damsel 284,Director E,Australia,2023-06-03,2013,TV-MA,168 min,Drama,Spanish,8.1,408572,46.25,90.11,56.8,0,good
s285,TV Show,The Adam Project 285,Director B,Japan,2025-10-01,2015,TV-G,35 min,Documentary,Korean,6.6,296668,91.41,196.23,42.2,2,good
s286,TV Show,Bridgerton 286,Director A,India,2024-12-25,2014,TV-G,61 min,Documentary,English,6.6,526533,15.12,43.75,60.9,8,good
s287,Movie,Army of the Dead 287,Director F,Germany,2024-11-17,2002,TV-PG,152 min,Romance,English,9,594648,173.44,535.3,65.6,0,excellent
s288,TV Show,Breaking Bad 288,Director B,United States,2022-04-13,2010,TV-PG,64 min,Romance,French,7.1,107170,87.42,203.32,65.3,8,good
s289,TV Show,Army of the Dead 289,Director E,South Korea,2017-03-11,2022,R,27 min,Comedy,Japanese,8.4,434088,61.63,262.03,58.1,3,good
s290,TV Show,Squid Game 290,Director A,Germany,2018-02-19,2025,G,70 min,Animation,Spanish,9.2,883146,17.39,44.18,79.7,6,excellent
s291,Movie,Don't Look Up 291,Director B,Italy,2024-04-03,2016,PG-13,81 min,Adventure,Spanish,7.7,538025,100.47,229.87,70.7,0,good
s292,TV Show,The Witcher 292,Director C,France,2022-09-25,2021,TV-PG,63 min,Crime,Italian,9.4,731155,62.97,152.11,83.8,6,excellent
s293,Movie,Black Mirror 293,Director F,Italy,2022-10-03,2013,R,164 min,Thriller,Korean,8.8,579416,159.79,415.13,81.6,0,excellent
s294,TV Show,The Intern 294,Director F,Spain,2019-11-15,2021,TV-14,68 min,Mystery,German,9.3,533370,117.85,416.05,77,3,excellent
s295,TV Show,Army of the Dead 295,Director A,Japan,2022-05-26,2018,TV-14,67 min,Drama,Japanese,7.5,925101,82.54,375.91,70.9,7,good
s296,Movie,Lucifer 296,Director A,Italy,2016-08-19,2021,PG,100 min,Thriller,English,9.4,721586,49.52,181.42,70,0,excellent
s297,TV Show,Lupin 297,Director F,Canada,2022-11-28,2003,TV-MA,68 min,Documentary,Japanese,6.2,827405,90.38,285.36,59.1,4,good
s298,TV Show,Bird Box 298,Director F,Italy,2016-08-08,2017,TV-PG,25 min,Mystery,Korean,8.9,469586,28.36,126.18,81.6,5,excellent
s299,Movie,Over the Moon 299,Director D,United States,2021-01-12,2009,TV-G,97 min,Crime,French,9.3,775786,177.05,157.65,76.3,0,excellent
s300,Movie,Black Mirror 300,Director C,Australia,2025-06-27,2018,TV-MA,107 min,Mystery,French,9.2,46880,3,7.26,65.7,0,excellent
s301,TV Show,Don't Look Up 301,Director D,Japan,2024-10-16,2002,TV-G,70 min,Comedy,German,7.4,829451,65.42,315.28,60.8,6,good
s302,Movie,Breaking Bad 302,Director E,Mexico,2019-09-21,2021,TV-MA,117 min,Comedy,German,8.4,561268,66.22,96.15,68,0,good
s303,Movie,Enola Holmes 303,Director A,France,2022-11-18,2020,PG,154 min,Fantasy,French,9,404898,45.4,34.3,84.7,0,excellent
s304,TV Show,The Crown 304,Director A,United Kingdom,2025-01-01,2016,TV-MA,57 min,Animation,Hindi,8,340872,60.98,124.71,65.9,8,good
s305,Movie,Squid Game 305,Director F,India,2020-10-03,2021,PG-13,88 min,Drama,Italian,9,782388,38.59,147.88,80.9,0,excellent
s306,TV Show,6 Underground 306,Director C,France,2016-12-24,2001,TV-G,29 min,Sci-Fi,Japanese,5.5,866530,25.47,47.32,38.1,1,average
s307,TV Show,Red Notice 307,Director A,Italy,2020-05-14,2000,TV-14,68 min,Romance,Hindi,7.9,797682,66.51,232.38,71.3,2,good
s308,TV Show,Elite 308,Director B,Italy,2016-12-20,2019,TV-G,43 min,Mystery,French,5.3,168917,48.86,207.8,44.8,8,average
s309,Movie,The Karate Kid 309,Director E,United Kingdom,2023-08-06,2009,TV-14,176 min,Drama,English,9.3,16691,156.35,488.9,77.3,0,excellent
s310,TV Show,The Irishman 310,Director F,Japan,2022-02-20,2017,PG-13,30 min,Action,Spanish,8.3,227022,29.16,114.13,65.5,5,good
s311,TV Show,Breaking Bad 311,Director A,Canada,2017-04-14,2006,TV-14,36 min,Crime,Hindi,9.5,488671,102.91,485.32,81.4,1,excellent
s312,TV Show,The Umbrella Academy 312,Director C,Australia,2020-01-02,2010,PG,33 min,Adventure,Spanish,9.1,338222,16.51,56.17,73.9,4,excellent
s313,TV Show,The Irishman 313,Director C,Spain,2019-07-19,2025,PG-13,52 min,Animation,German,6.2,780753,5.56,10.2,54.9,3,good
s314,TV Show,Glass Onion 314,Director B,Japan,2020-01-09,2014,R,44 min,Crime,Hindi,7.8,887683,68.44,105.28,58,8,good
s315,Movie,The Sea Beast 315,Director A,Japan,2025-07-11,2000,PG,139 min,Fantasy,Italian,7.7,811564,114.43,431.32,65.5,0,good
s316,Movie,The Kissing Booth 316,Director E,India,2020-05-26,2011,TV-G,103 min,Romance,English,8.9,145384,160.68,465.88,71.7,0,excellent
s317,Movie,To All the Boys I've Loved Before 317,Director E,Mexico,2022-11-20,2025,PG-13,162 min,Adventure,Italian,7.1,192847,31.52,82.11,60.1,0,good
s318,Movie,Lupin 318,Director C,France,2024-07-15,2007,G,137 min,Sci-Fi,English,6.2,706062,43.25,70.54,43.2,0,good
s319,TV Show,Money Heist 319,Director D,Spain,2023-11-22,2003,TV-14,58 min,Fantasy,French,7.5,187294,101.01,192.52,58.2,5,good
s320,Movie,The Lincoln Lawyer 320,Director E,United Kingdom,2020-07-20,2016,G,120 min,Action,Korean,8.6,935267,147.47,286.92,73.1,0,excellent
s321,TV Show,Wednesday 321,Director C,Italy,2017-09-07,2006,TV-14,36 min,Sci-Fi,Italian,5.7,246535,46.66,177.9,44.8,3,average
s322,Movie,Glass Onion 322,Director B,Mexico,2017-10-22,2018,TV-MA,157 min,Horror,Spanish,5.4,606344,150.34,103.36,47.2,0,average
s323,Movie,Dark 323,Director F,Mexico,2018-01-07,2008,PG,141 min,Comedy,Korean,7.6,24524,172.57,506.92,72.5,0,good
s324,TV Show,Enola Holmes 324,Director E,Canada,2017-11-29,2015,PG-13,39 min,Adventure,German,8.7,195719,74.1,306.58,74.4,7,excellent
s325,Movie,The Gray Man 325,Director B,Australia,2020-03-29,2007,TV-14,124 min,Action,Italian,7.4,533859,25.53,16.97,65.7,0,good
s326,Movie,The Intern 326,Director A,Mexico,2021-12-16,2025,TV-G,139 min,Fantasy,Japanese,8,637789,135.92,130.95,66.6,0,good
s327,Movie,Arcane 327,Director F,Italy,2021-12-10,2022,TV-14,129 min,Documentary,Spanish,8.6,404755,42.85,159.79,66.3,0,excellent
s328,TV Show,The Queen's Gambit 328,Director A,Australia,2018-08-10,2024,TV-14,30 min,Fantasy,English,6.3,10735,73.8,227.57,57.5,5,good
s329,Movie,The Lincoln Lawyer 329,Director E,France,2025-01-07,2022,TV-PG,115 min,Horror,French,7,618805,74.77,75.94,50.8,0,good
s330,TV Show,Murder Mystery 330,Director F,France,2018-04-14,2024,PG-13,51 min,Family,Hindi,7.3,326549,25.55,80.44,62,8,good
s331,Movie,Nimona 331,Director E,Australia,2024-10-12,2014,TV-MA,164 min,Action,Japanese,7.4,829265,170.97,169.45,56.3,0,good
s332,Movie,The Karate Kid 332,Director C,India,2017-01-08,2025,TV-MA,180 min,Adventure,Japanese,7.1,72193,27.87,117.36,51.9,0,good
s333,TV Show,Extraction 333,Director E,Canada,2022-09-13,2022,R,28 min,Drama,Korean,6.1,693793,78.63,207.87,61.9,3,good
s334,Movie,The Intern 334,Director C,Mexico,2016-05-27,2021,TV-G,121 min,Documentary,Korean,5.9,294340,44.59,26.8,56.3,0,average
s335,Movie,Damsel 335,Director C,Spain,2023-11-22,2023,PG,83 min,Thriller,Korean,8.3,591273,165.61,454.34,79.1,0,good
s336,TV Show,The Gray Man 336,Director A,Japan,2016-01-20,2018,PG,41 min,Fantasy,French,5.5,313545,51.82,64.63,41.2,3,average
s337,TV Show,The Old Guard 337,Director A,Germany,2022-04-25,2012,TV-14,55 min,Crime,Hindi,7.2,488100,92.11,445.55,69.8,4,good
s338,Movie,The Lincoln Lawyer 338,Director C,South Korea,2023-11-12,2021,PG,104 min,Comedy,Japanese,6.7,566671,144.43,318.97,41.9,0,good
s339,TV Show,Murder Mystery 339,Director F,South Korea,2022-03-21,2002,G,36 min,Adventure,Korean,7.7,196663,41.1,70.61,75.2,8,good
s340,Movie,Peaky Blinders 340,Director A,India,2018-04-26,2008,G,104 min,Horror,English,7.9,168573,38.09,59.95,72.2,0,good
s341,Movie,Klaus 341,Director D,United Kingdom,2020-02-29,2015,PG,154 min,Documentary,Korean,9,607427,58.14,238.53,83.5,0,excellent
s342,Movie,Klaus 342,Director F,United Kingdom,2021-11-23,2001,G,177 min,Comedy,Italian,5.3,369158,77.33,329.79,41,0,average
s343,Movie,The Night Agent 343,Director E,Canada,2023-07-24,2000,R,101 min,Crime,Italian,6.8,908706,69.54,69.05,49.4,0,good
s344,TV Show,The Intern 344,Director D,United Kingdom,2018-01-23,2011,PG-13,56 min,Horror,Korean,6.8,900825,29.21,109.33,53.2,7,good
s345,TV Show,The Witcher 345,Director A,United Kingdom,2018-08-23,2025,TV-G,60 min,Sci-Fi,Spanish,8.6,779417,103.48,168,60.8,7,excellent
s346,TV Show,The Karate Kid 346,Director B,Canada,2021-06-16,2025,G,44 min,Family,Hindi,6.9,729087,69.65,221.83,47.6,5,good
s347,TV Show,Enola Holmes 347,Director B,Australia,2020-01-18,2008,PG-13,48 min,Mystery,French,6.7,717597,44.58,112.76,67.6,5,good
s348,TV Show,Lupin 348,Director B,Mexico,2021-09-21,2021,TV-PG,56 min,Documentary,Japanese,6.4,667398,107.31,257.6,65,8,good
s349,Movie,Wednesday 349,Director C,Germany,2019-11-08,2005,TV-PG,104 min,Adventure,Italian,8.3,639792,57.8,181.88,71.8,0,good
s350,Movie,Bird Box 350,Director A,South Korea,2025-07-30,2005,PG-13,77 min,Documentary,Hindi,6.3,785009,24.26,36.76,57.3,0,good
s351,Movie,The Witcher 351,Director E,United Kingdom,2022-02-24,2015,TV-14,81 min,Animation,Japanese,8.5,92295,6.69,14.37,58.8,0,good
s352,Movie,Manifest 352,Director F,Spain,2024-04-09,2007,TV-PG,111 min,Family,Italian,7.5,183895,80.88,88.4,48.8,0,good
s353,TV Show,The Gray Man 353,Director E,Mexico,2020-12-27,2017,PG,33 min,Romance,Italian,8.4,924909,72.95,198.24,70.4,3,good
s354,Movie,The Platform 354,Director B,Spain,2017-01-01,2025,PG,131 min,Sci-Fi,English,5.9,16068,56.8,125.39,35.2,0,average
s355,TV Show,The Old Guard 355,Director C,South Korea,2021-05-08,2024,TV-G,44 min,Fantasy,Japanese,7.8,840471,93.07,386.38,50.6,1,good
s356,Movie,Extraction 356,Director B,Japan,2024-01-07,2005,PG,169 min,Crime,French,6.1,88057,116.99,448.17,48.2,0,good
s357,Movie,Bird Box 357,Director D,South Korea,2018-01-17,2002,TV-PG,92 min,Drama,Spanish,7.9,290353,53.55,165.14,70.1,0,good
s358,Movie,Dark 358,Director A,Germany,2017-02-22,2005,R,111 min,Romance,Japanese,8.3,249119,49.92,169.19,56.8,0,good
s359,TV Show,Manifest 359,Director D,India,2021-03-14,2011,G,69 min,Action,Korean,9.3,63760,42.98,186.66,69.6,1,excellent
s360,TV Show,The Queen's Gambit 360,Director F,India,2017-05-14,2000,R,70 min,Sci-Fi,Japanese,6.3,40138,49.25,241.07,43.8,4,good
s361,TV Show,Murder Mystery 361,Director B,Spain,2017-10-11,2010,TV-MA,65 min,Family,Korean,5.7,509605,90.64,281.73,50.8,1,average
s362,Movie,Narcos 362,Director A,United States,2020-11-13,2020,G,116 min,Adventure,Spanish,7.7,420035,4.68,17.31,70.9,0,good
s363,Movie,Arcane 363,Director A,Spain,2017-10-07,2007,PG-13,138 min,Adventure,Hindi,9.2,801456,18.27,55.04,78.5,0,excellent
s364,TV Show,Black Mirror 364,Director F,United Kingdom,2019-07-21,2007,PG,60 min,Drama,Italian,6,727730,97.64,258.03,46.2,6,average
s365,TV Show,6 Underground 365,Director E,Japan,2019-04-22,2017,PG-13,59 min,Comedy,Spanish,6.7,772979,26.82,42.48,54.2,8,good
s366,TV Show,Enola Holmes 366,Director E,Spain,2022-01-27,2008,R,48 min,Romance,Hindi,6.8,199546,5.08,17.68,66.2,8,good
s367,TV Show,To All the Boys I've Loved Before 367,Director A,India,2021-11-16,2006,TV-14,68 min,Drama,Spanish,6.4,434711,93.06,134.69,56.5,8,good
s368,Movie,Ozark 368,Director E,Australia,2017-03-14,2006,PG,137 min,Drama,German,8,412475,36.11,26.15,69.8,0,good
s369,Movie,Breaking Bad 369,Director C,Japan,2018-05-04,2000,TV-G,158 min,Family,German,5.5,844930,89.47,364.15,49.3,0,average
s370,Movie,The Mitchells vs. the Machines 370,Director A,India,2018-12-24,2019,R,142 min,Fantasy,Japanese,6.5,231387,9.24,8.08,65.9,0,good
s371,Movie,The Umbrella Academy 371,Director A,Mexico,2023-05-14,2016,TV-PG,106 min,Animation,Italian,7.6,590253,103.46,444.39,60,0,good
s372,TV Show,The Old Guard 372,Director C,Spain,2017-11-14,2003,TV-PG,36 min,Family,German,7.5,634057,63.04,224.53,60,7,good
s373,TV Show,Bird Box 373,Director D,Germany,2019-08-17,2023,TV-G,63 min,Drama,English,8.5,785746,69.76,118.49,62.9,4,good
s374,Movie,Elite 374,Director F,Canada,2017-07-07,2016,PG-13,113 min,Comedy,English,6.1,335201,3.17,14.07,37.4,0,good
s375,TV Show,The Gray Man 375,Director D,Australia,2017-07-20,2004,R,41 min,Adventure,Hindi,6.3,319889,107.31,198.46,40.9,6,good
s376,TV Show,The Sea Beast 376,Director C,United States,2021-05-30,2025,TV-G,36 min,Comedy,English,7.7,104996,99.96,369.48,65.7,8,good
s377,TV Show,Over the Moon 377,Director E,United States,2025-11-12,2011,TV-G,52 min,Drama,French,8.5,788997,111.98,146.28,73.6,7,good
